DATE,CITY,COUNTRY,TEMP_LO,TEMP_HI,RAIN,DESCRIPTION
2034-12-26,Utrecht,NLD,9.0,15.6,00021.0,Rain
2034-12-26,NYC,USA,13.7,16.4,00000.0,Clear
2034-12-27,San Franciso,USA,6.5,19.2,00000.0,Clear
2034-12-27,Edinburgh,GBR,8.0,24.1,00000.0,Sunny
2034-12-27,Utrecht,NLD,5.7,11.2,00001.0,NA
2034-12-27,NYC,USA,12.9,17.8,00000.0,Clear
2034-12-28,San Franciso,USA,11.5,14.6,00000.0,Clear
2034-12-28,Edinburgh,GBR,11.6,21.3,00000.0,Sunny
2034-12-28,Utrecht,NLD,7.6,16.2,00018.0,Rain
2034-12-28,NYC,USA,12.8,18.0,00000.0,Clear
2034-12-29,Edinburgh,GBR,8.9,18.5,00000.0,Clear
2034-12-29,San Franciso,USA,13.5,15.6,00000.0,Clear
2034-12-29,NYC,USA,8.1,16.3,00000.0,Clear
2034-12-29,Utrecht,NLD,5.0,11.5,00002.0,Rain
2034-12-30,Utrecht,NLD,-4.4,13.4,00005.0,Rain
2034-12-30,San Franciso,USA,6.6,16.6,00000.0,Clear
2034-12-30,NYC,USA,10.5,17.1,00000.0,Clear
2034-12-30,Edinburgh,GBR,12.3,19.3,00000.0,Clear
2034-12-31,San Franciso,USA,7.4,30.1,00000.0,Cloudy
2034-12-31,Edinburgh,GBR,13.9,16.3,00000.0,Clear
2034-12-31,Utrecht,NLD,5.9,19.1,00000.0,Clear
2034-12-31,NYC,USA,13.0,14.1,00000.0,Clear
2035-01-01,Utrecht,NLD,5.4,10.8,75350.0,Rain
2035-01-01,San Franciso,USA,10.5,17.0,00000.0,Clear
2035-01-01,NYC,USA,12.9,16.9,00000.0,Clear
2035-01-01,Edinburgh,GBR,0.7,14.1,00000.0,Clear
2035-01-02,San Franciso,USA,12.6,16.8,00000.0,Clear
2035-01-02,NYC,USA,2.4,17.0,00000.0,Clear
2035-01-02,Edinburgh,GBR,13.9,17.5,00000.0,Clear
2035-01-02,Utrecht,NLD,8.0,11.1,00000.0,Cloudy
2035-01-03,Utrecht,NLD,9.1,12.1,00001.0,NA
2035-01-03,San Franciso,USA,10.1,20.2,00000.0,Cloudy
2035-01-03,Edinburgh,GBR,5.7,18.0,00000.0,Clear
2035-01-03,NYC,USA,8.5,14.6,00000.0,Clear
2035-01-04,Edinburgh,GBR,10.9,13.4,00000.0,Clear
2035-01-04,Utrecht,NLD,10.2,13.5,00000.0,Clear
2035-01-04,San Franciso,USA,6.2,16.9,00000.0,Clear
2035-01-04,NYC,USA,12.0,16.8,00000.0,Clear
2035-01-05,NYC,USA,12.0,22.1,00000.0,Cloudy
2035-01-05,Edinburgh,GBR,6.4,21.5,00000.0,Sunny
2035-01-05,San Franciso,USA,10.2,19.1,00000.0,Clear
2035-01-05,Utrecht,NLD,7.0,17.4,00000.0,Clear
2035-01-06,Utrecht,NLD,7.2,16.0,00023.0,Rain
2035-01-06,Edinburgh,GBR,9.8,16.6,00000.0,Clear
2035-01-06,San Franciso,USA,5.0,16.8,00000.0,Clear
2035-01-06,NYC,USA,13.6,15.7,00000.0,Clear
2035-01-07,San Franciso,USA,8.8,15.4,00000.0,Clear
2035-01-07,Edinburgh,GBR,2.3,14.4,00000.0,Clear
2035-01-07,Utrecht,NLD,5.2,10.7,00002.0,Rain
2035-01-07,NYC,USA,8.6,15.3,00001.0,Clear
2035-01-08,San Franciso,USA,4.2,19.1,00000.0,Clear
2035-01-08,Edinburgh,GBR,10.9,17.7,00000.0,Clear
2035-01-08,NYC,USA,4.5,14.3,00000.0,Clear
2035-01-08,Utrecht,NLD,2.8,11.9,00000.0,Cloudy
2035-01-09,Utrecht,NLD,8.7,12.2,00000.0,Clear
2035-01-09,San Franciso,USA,7.4,16.3,00000.0,Clear
2035-01-09,Edinburgh,GBR,11.8,13.4,00000.0,Clear
2035-01-09,NYC,USA,10.4,18.2,00000.0,Clear
2035-01-10,San Franciso,USA,10.1,15.1,00000.0,Clear
2035-01-10,Edinburgh,GBR,12.3,15.9,00000.0,Clear
2035-01-10,NYC,USA,11.7,29.2,00000.0,Sunny
2035-01-10,Utrecht,NLD,-3.4,12.9,00000.0,Clear
2035-01-11,Utrecht,NLD,8.1,19.9,00353.0,Rain
2035-01-11,NYC,USA,5.5,14.0,00000.0,Clear
2035-01-11,San Franciso,USA,10.3,18.6,00000.0,Clear
2035-01-11,Edinburgh,GBR,10.4,15.1,00000.0,Clear
2035-01-12,NYC,USA,4.4,16.3,00000.0,Clear
2035-01-12,Utrecht,NLD,5.5,17.0,00000.0,Clear
2035-01-12,San Franciso,USA,11.3,16.5,00000.0,Clear
2035-01-12,Edinburgh,GBR,6.4,17.7,00000.0,Clear
2035-01-13,San Franciso,USA,5.3,20.4,00000.0,Sunny
2035-01-13,NYC,USA,9.7,16.5,00000.0,Clear
2035-01-13,Utrecht,NLD,9.9,15.0,00010.0,Rain
2035-01-13,Edinburgh,GBR,12.9,15.2,00000.0,Clear
2035-01-14,Edinburgh,GBR,12.0,14.1,00000.0,Clear
2035-01-14,Utrecht,NLD,8.9,16.0,00012.0,Rain
2035-01-14,San Franciso,USA,13.2,14.5,00000.0,Clear
2035-01-14,NYC,USA,13.7,19.3,00001.0,Clear
2035-01-15,Utrecht,NLD,10.8,12.1,00000.0,Clear
2035-01-15,Edinburgh,GBR,6.9,16.3,00000.0,Clear
2035-01-15,NYC,USA,10.8,22.4,00000.0,Sunny
2035-01-15,San Franciso,USA,13.7,19.0,00000.0,Clear
2035-01-16,Utrecht,NLD,6.8,15.9,00000.0,Clear
2035-01-16,NYC,USA,9.1,13.9,00000.0,Clear
2035-01-16,Edinburgh,GBR,9.4,15.0,00000.0,Clear
2035-01-16,San Franciso,USA,13.5,17.8,00000.0,Clear
2035-01-17,Edinburgh,GBR,8.5,20.0,00000.0,Cloudy
2035-01-17,Utrecht,NLD,7.5,12.5,00041.0,Rain
2035-01-17,NYC,USA,7.3,14.0,00000.0,Clear
2035-01-17,San Franciso,USA,8.4,27.6,00000.0,Sunny
2035-01-18,San Franciso,USA,10.8,25.2,00000.0,Sunny
2035-01-18,Edinburgh,GBR,12.1,26.7,00000.0,Cloudy
2035-01-18,Utrecht,NLD,4.8,17.6,00002.0,Rain
2035-01-18,NYC,USA,11.3,16.6,00000.0,Clear
2035-01-19,San Franciso,USA,6.9,17.3,00000.0,Clear
2035-01-19,Utrecht,NLD,3.9,12.7,00004.0,Rain
2035-01-19,NYC,USA,6.7,21.5,00000.0,Cloudy
2035-01-19,Edinburgh,GBR,13.9,16.2,00000.0,Clear
2035-01-20,San Franciso,USA,6.7,25.7,00000.0,Cloudy
2035-01-20,Utrecht,NLD,8.4,22.1,00000.0,Sunny
2035-01-20,NYC,USA,13.1,18.1,00000.0,Clear
2035-01-20,Edinburgh,GBR,4.6,15.9,00000.0,Clear
2035-01-21,Edinburgh,GBR,9.7,21.6,00000.0,Cloudy
2035-01-21,NYC,USA,10.5,18.8,00000.0,Clear
2035-01-21,Utrecht,NLD,7.9,10.4,00000.0,Cloudy
2035-01-21,San Franciso,USA,6.8,21.7,00000.0,Cloudy
2035-01-22,San Franciso,USA,10.4,15.0,00000.0,Clear
2035-01-22,Edinburgh,GBR,11.7,16.1,00000.0,Clear
2035-01-22,Utrecht,NLD,10.4,19.4,00060.0,Rain
2035-01-22,NYC,USA,9.4,18.1,00000.0,Clear
2035-01-23,Utrecht,NLD,7.5,17.7,00000.0,Clear
2035-01-23,Edinburgh,GBR,4.2,13.9,00000.0,Clear
2035-01-23,NYC,USA,10.8,16.6,00000.0,Clear
2035-01-23,San Franciso,USA,6.9,19.7,00000.0,Clear
2035-01-24,Utrecht,NLD,9.1,11.4,00010.0,Rain
2035-01-24,Edinburgh,GBR,9.5,16.3,00000.0,Clear
2035-01-24,San Franciso,USA,7.7,19.3,00000.0,Clear
2035-01-24,NYC,USA,11.1,19.9,00000.0,Clear
2035-01-25,Utrecht,NLD,6.9,10.9,00031.0,Rain
2035-01-25,NYC,USA,13.5,16.9,00000.0,Clear
2035-01-25,Edinburgh,GBR,11.3,16.4,00000.0,Clear
2035-01-25,San Franciso,USA,8.5,14.3,00000.0,Clear
2035-01-26,San Franciso,USA,11.0,18.6,00000.0,Clear
2035-01-26,Edinburgh,GBR,12.4,16.4,00000.0,Clear
2035-01-26,NYC,USA,11.2,15.2,00000.0,Clear
2035-01-26,Utrecht,NLD,8.8,16.6,00000.0,Clear
2035-01-27,NYC,USA,13.5,18.2,00000.0,Clear
2035-01-27,Utrecht,NLD,7.5,13.0,00000.0,Clear
2035-01-27,San Franciso,USA,8.9,17.2,00000.0,Clear
2035-01-27,Edinburgh,GBR,9.8,19.0,00000.0,Clear
2035-01-28,San Franciso,USA,12.1,21.3,00000.0,Cloudy
2035-01-28,Edinburgh,GBR,10.0,18.5,00000.0,Clear
2035-01-28,NYC,USA,11.7,17.1,00000.0,Clear
2035-01-28,Utrecht,NLD,8.2,15.5,00001.0,NA
2035-01-29,San Franciso,USA,9.8,18.1,00000.0,Clear
2035-01-29,NYC,USA,9.1,19.4,00000.0,Clear
2035-01-29,Edinburgh,GBR,10.0,12.9,00000.0,Clear
2035-01-29,Utrecht,NLD,10.1,10.6,00005.0,Rain
2035-01-30,Utrecht,NLD,5.0,17.0,00000.0,Clear
2035-01-30,San Franciso,USA,13.5,19.2,00000.0,Clear
2035-01-30,Edinburgh,GBR,12.7,17.6,00000.0,Clear
2035-01-30,NYC,USA,6.3,17.6,00000.0,Clear
2035-01-31,San Franciso,USA,10.3,14.8,00000.0,Clear
2035-01-31,Utrecht,NLD,8.4,23.5,00001.0,Cloudy
2035-01-31,NYC,USA,10.8,21.7,00000.0,Sunny
2035-01-31,Edinburgh,GBR,7.7,17.2,00000.0,Clear
2035-02-01,Edinburgh,GBR,7.2,14.0,00000.0,Clear
2035-02-01,NYC,USA,10.2,20.4,00000.0,Cloudy
2035-02-01,Utrecht,NLD,5.8,14.9,00001.0,Clear
2035-02-01,San Franciso,USA,7.4,17.5,00000.0,Clear
2035-02-02,NYC,USA,9.7,21.1,00000.0,Sunny
2035-02-02,Edinburgh,GBR,12.3,19.2,00000.0,Clear
2035-02-02,Utrecht,NLD,8.2,16.5,00000.0,Clear
2035-02-02,San Franciso,USA,10.8,26.2,00000.0,Cloudy
2035-02-03,San Franciso,USA,11.4,15.5,00000.0,Clear
2035-02-03,NYC,USA,12.1,19.8,00000.0,Clear
2035-02-03,Edinburgh,GBR,9.2,22.6,00000.0,Sunny
2035-02-03,Utrecht,NLD,8.6,12.5,00000.0,Clear
2035-02-04,Utrecht,NLD,6.9,11.4,00000.0,Cloudy
2035-02-04,San Franciso,USA,12.6,16.5,00000.0,Clear
2035-02-04,Edinburgh,GBR,7.3,18.0,00000.0,Clear
2035-02-04,NYC,USA,4.1,23.5,00000.0,Sunny
2035-02-05,San Franciso,USA,6.2,14.4,00000.0,Clear
2035-02-05,NYC,USA,3.9,15.6,00000.0,Clear
2035-02-05,Edinburgh,GBR,11.2,21.8,00000.0,Cloudy
2035-02-05,Utrecht,NLD,8.8,12.7,00000.0,Clear
2035-02-06,NYC,USA,-4.5,17.0,00000.0,Clear
2035-02-06,Edinburgh,GBR,10.0,22.2,00000.0,Cloudy
2035-02-06,Utrecht,NLD,8.7,13.3,00009.0,Rain
2035-02-06,San Franciso,USA,10.8,16.6,00000.0,Clear
2035-02-07,Edinburgh,GBR,8.9,16.2,00000.0,Clear
2035-02-07,San Franciso,USA,8.0,15.0,00000.0,Clear
2035-02-07,NYC,USA,12.8,17.0,00000.0,Clear
2035-02-07,Utrecht,NLD,7.8,22.8,00001.0,NA
2035-02-08,Edinburgh,GBR,10.8,14.8,00000.0,Clear
2035-02-08,San Franciso,USA,11.8,17.8,00000.0,Clear
2035-02-08,Utrecht,NLD,9.6,16.2,00000.0,Clear
2035-02-08,NYC,USA,12.5,14.1,00000.0,Clear
2035-02-09,San Franciso,USA,7.4,16.8,00000.0,Clear
2035-02-09,Utrecht,NLD,10.6,10.7,00022.0,Rain
2035-02-09,Edinburgh,GBR,2.1,20.7,00000.0,Sunny
2035-02-09,NYC,USA,12.5,21.0,00000.0,Cloudy
2035-02-10,Edinburgh,GBR,7.6,16.3,00000.0,Clear
2035-02-10,Utrecht,NLD,8.9,14.2,00002.0,Rain
2035-02-10,San Franciso,USA,11.9,16.4,00000.0,Clear
2035-02-10,NYC,USA,10.3,14.8,00000.0,Clear
2035-02-11,San Franciso,USA,6.8,23.2,00000.0,Cloudy
2035-02-11,NYC,USA,10.7,25.2,00000.0,Cloudy
2035-02-11,Edinburgh,GBR,14.2,18.3,00000.0,Clear
2035-02-11,Utrecht,NLD,10.4,23.3,00000.0,Sunny
2035-02-12,San Franciso,USA,12.2,14.8,00000.0,Clear
2035-02-12,NYC,USA,8.2,15.0,00000.0,Clear
2035-02-12,Edinburgh,GBR,5.6,18.6,00000.0,Clear
2035-02-12,Utrecht,NLD,-1.7,10.1,00000.0,Cloudy
2035-02-13,Edinburgh,GBR,9.5,19.4,00000.0,Clear
2035-02-13,San Franciso,USA,3.8,16.7,00000.0,Clear
2035-02-13,Utrecht,NLD,7.5,13.7,00011.0,Rain
2035-02-13,NYC,USA,7.6,22.1,00000.0,Sunny
2035-02-14,Utrecht,NLD,10.3,13.4,00000.0,Clear
2035-02-14,Edinburgh,GBR,13.4,15.3,00000.0,Clear
2035-02-14,NYC,USA,4.3,13.8,00001.0,NA
2035-02-14,San Franciso,USA,3.2,15.6,00000.0,Clear
2035-02-15,San Franciso,USA,6.8,21.4,00000.0,Sunny
2035-02-15,Utrecht,NLD,4.4,13.0,00002.0,Rain
2035-02-15,Edinburgh,GBR,8.4,13.6,00000.0,Clear
2035-02-15,NYC,USA,3.3,18.4,00000.0,Clear
2035-02-16,NYC,USA,11.8,19.2,00000.0,Clear
2035-02-16,Edinburgh,GBR,9.0,16.0,00000.0,Clear
2035-02-16,Utrecht,NLD,2.6,15.9,00000.0,Clear
2035-02-16,San Franciso,USA,12.6,15.0,00000.0,Clear
2035-02-17,San Franciso,USA,13.3,15.8,00000.0,Clear
2035-02-17,Utrecht,NLD,4.8,22.5,00037.0,Rain
2035-02-17,NYC,USA,6.9,14.6,00000.0,Clear
2035-02-17,Edinburgh,GBR,8.9,22.0,00000.0,Sunny
2035-02-18,San Franciso,USA,7.7,15.8,00000.0,Clear
2035-02-18,NYC,USA,7.6,13.9,00000.0,Clear
2035-02-18,Edinburgh,GBR,7.7,17.4,00000.0,Clear
2035-02-18,Utrecht,NLD,8.5,18.1,00000.0,Clear
2035-02-19,Utrecht,NLD,8.6,10.8,00000.0,Cloudy
2035-02-19,NYC,USA,7.3,18.2,00000.0,Clear
2035-02-19,Edinburgh,GBR,11.5,19.0,00001.0,Clear
2035-02-19,San Franciso,USA,6.5,19.0,00000.0,Clear
2035-02-20,San Franciso,USA,3.7,17.2,00000.0,Clear
2035-02-20,NYC,USA,8.4,17.5,00000.0,Clear
2035-02-20,Utrecht,NLD,8.5,15.5,00020.0,Rain
2035-02-20,Edinburgh,GBR,12.7,16.4,00000.0,Clear
2035-02-21,NYC,USA,10.2,15.7,00000.0,Clear
2035-02-21,Utrecht,NLD,7.8,12.1,00001.0,NA
2035-02-21,Edinburgh,GBR,9.9,22.3,00000.0,Cloudy
2035-02-21,San Franciso,USA,11.9,16.1,00000.0,Clear
2035-02-22,Utrecht,NLD,1.2,18.6,00000.0,Clear
2035-02-22,NYC,USA,13.5,22.8,00000.0,Sunny
2035-02-22,San Franciso,USA,10.0,22.4,00000.0,Cloudy
2035-02-22,Edinburgh,GBR,12.2,23.5,00000.0,Cloudy
2035-02-23,San Franciso,USA,12.1,17.3,00000.0,Clear
2035-02-23,NYC,USA,7.6,14.4,00000.0,Clear
2035-02-23,Edinburgh,GBR,5.6,14.6,00000.0,Clear
2035-02-23,Utrecht,NLD,7.9,12.4,00000.0,Clear
2035-02-24,Edinburgh,GBR,7.8,13.2,00000.0,Clear
2035-02-24,NYC,USA,12.8,15.7,00000.0,Clear
2035-02-24,Utrecht,NLD,1.7,10.9,00000.0,Cloudy
2035-02-24,San Franciso,USA,2.6,15.8,00000.0,Clear
2035-02-25,San Franciso,USA,7.7,23.1,00000.0,Sunny
2035-02-25,Utrecht,NLD,7.8,13.4,00000.0,Clear
2035-02-25,NYC,USA,13.5,15.0,00000.0,Clear
2035-02-25,Edinburgh,GBR,3.2,19.2,00000.0,Clear
2035-02-26,Utrecht,NLD,8.8,13.9,00002.0,Rain
2035-02-26,San Franciso,USA,6.1,18.3,00000.0,Clear
2035-02-26,NYC,USA,12.0,14.7,00000.0,Clear
2035-02-26,Edinburgh,GBR,1.0,15.9,00000.0,Clear
2035-02-27,San Franciso,USA,8.8,17.3,00000.0,Clear
2035-02-27,Utrecht,NLD,2.9,19.4,00016.0,Rain
2035-02-27,NYC,USA,13.4,17.8,00000.0,Clear
2035-02-27,Edinburgh,GBR,4.3,17.2,00000.0,Clear
2035-02-28,Edinburgh,GBR,7.6,16.6,00000.0,Clear
2035-02-28,NYC,USA,11.8,18.6,00000.0,Clear
2035-02-28,San Franciso,USA,9.5,17.3,00000.0,Clear
2035-02-28,Utrecht,NLD,10.0,17.2,00001.0,Clear
2035-03-01,San Franciso,USA,7.4,15.3,00000.0,Clear
2035-03-01,NYC,USA,10.6,17.5,00000.0,Clear
2035-03-01,Edinburgh,GBR,6.7,19.7,00000.0,Clear
2035-03-01,Utrecht,NLD,7.4,11.6,00000.0,Cloudy
2035-03-02,San Franciso,USA,8.6,18.6,00000.0,Clear
2035-03-02,Utrecht,NLD,5.1,12.7,00005.0,Rain
2035-03-02,Edinburgh,GBR,3.4,16.2,00000.0,Clear
2035-03-02,NYC,USA,6.7,16.4,00000.0,Clear
2035-03-03,Edinburgh,GBR,12.5,14.7,00000.0,Clear
2035-03-03,NYC,USA,10.7,17.5,00000.0,Clear
2035-03-03,Utrecht,NLD,7.3,16.7,00004.0,Rain
2035-03-03,San Franciso,USA,9.6,21.0,00000.0,Sunny
2035-03-04,NYC,USA,5.1,16.4,00000.0,Clear
2035-03-04,Utrecht,NLD,6.7,15.8,00000.0,Clear
2035-03-04,Edinburgh,GBR,6.3,17.7,00001.0,NA
2035-03-04,San Franciso,USA,10.9,16.6,00000.0,Clear
2035-03-05,San Franciso,USA,7.7,16.7,00000.0,Clear
2035-03-05,NYC,USA,10.6,15.2,00000.0,Clear
2035-03-05,Utrecht,NLD,6.0,12.6,00000.0,Clear
2035-03-05,Edinburgh,GBR,14.6,18.4,00000.0,Clear
2035-03-06,Utrecht,NLD,8.0,12.4,00001.0,NA
2035-03-06,San Franciso,USA,13.6,21.4,00000.0,Sunny
2035-03-06,NYC,USA,13.7,14.8,00000.0,Clear
2035-03-06,Edinburgh,GBR,10.3,14.6,00000.0,Clear
2035-03-07,Utrecht,NLD,4.0,13.1,00000.0,Clear
2035-03-07,Edinburgh,GBR,10.6,20.2,00000.0,Sunny
2035-03-07,NYC,USA,2.2,20.1,00000.0,Sunny
2035-03-07,San Franciso,USA,8.2,17.9,00000.0,Clear
2035-03-08,Edinburgh,GBR,13.6,16.3,00000.0,Clear
2035-03-08,Utrecht,NLD,2.5,11.3,00000.0,Cloudy
2035-03-08,NYC,USA,9.1,28.5,00000.0,Sunny
2035-03-08,San Franciso,USA,12.6,16.7,00000.0,Clear
2035-03-09,San Franciso,USA,13.1,15.8,00000.0,Clear
2035-03-09,Utrecht,NLD,7.0,15.8,00003.0,Rain
2035-03-09,Edinburgh,GBR,5.2,15.1,00000.0,Clear
2035-03-09,NYC,USA,10.6,15.6,00000.0,Clear
2035-03-10,San Franciso,USA,7.6,18.6,00000.0,Clear
2035-03-10,Utrecht,NLD,10.9,11.0,00001.0,NA
2035-03-10,NYC,USA,5.5,17.3,00000.0,Clear
2035-03-10,Edinburgh,GBR,8.5,20.9,00000.0,Cloudy
2035-03-11,Utrecht,NLD,1.3,14.3,00000.0,Clear
2035-03-11,Edinburgh,GBR,11.2,21.5,00000.0,Cloudy
2035-03-11,NYC,USA,6.5,21.2,00000.0,Cloudy
2035-03-11,San Franciso,USA,10.2,18.9,00000.0,Clear
2035-03-12,San Franciso,USA,13.4,14.3,00000.0,Clear
2035-03-12,Utrecht,NLD,6.1,11.0,00156.0,Rain
2035-03-12,Edinburgh,GBR,11.0,14.3,00000.0,Clear
2035-03-12,NYC,USA,8.7,13.9,00000.0,Clear
2035-03-13,San Franciso,USA,13.4,20.2,00000.0,Sunny
2035-03-13,Edinburgh,GBR,8.6,14.7,00000.0,Clear
2035-03-13,NYC,USA,8.5,19.6,00000.0,Clear
2035-03-13,Utrecht,NLD,6.2,15.7,00000.0,Clear
2035-03-14,NYC,USA,10.3,23.2,00000.0,Cloudy
2035-03-14,Utrecht,NLD,5.0,10.9,00003.0,Rain
2035-03-14,San Franciso,USA,5.7,17.1,00000.0,Clear
2035-03-14,Edinburgh,GBR,8.8,19.0,00000.0,Clear
2035-03-15,Edinburgh,GBR,11.7,16.6,00000.0,Clear
2035-03-15,NYC,USA,8.9,15.0,00000.0,Clear
2035-03-15,Utrecht,NLD,9.2,12.1,00023.0,Rain
2035-03-15,San Franciso,USA,9.6,18.2,00000.0,Clear
2035-03-16,NYC,USA,13.6,16.7,00000.0,Clear
2035-03-16,Edinburgh,GBR,10.7,22.1,00000.0,Cloudy
2035-03-16,San Franciso,USA,9.9,22.6,00000.0,Cloudy
2035-03-16,Utrecht,NLD,0.8,10.5,00001.0,Cloudy
2035-03-17,Edinburgh,GBR,12.9,14.4,00000.0,Clear
2035-03-17,Utrecht,NLD,8.0,13.1,00001.0,NA
2035-03-17,San Franciso,USA,10.9,14.3,00000.0,Clear
2035-03-17,NYC,USA,13.1,16.4,00000.0,Clear
2035-03-18,Edinburgh,GBR,4.8,17.2,00000.0,Clear
2035-03-18,Utrecht,NLD,8.0,18.9,00000.0,Clear
2035-03-18,NYC,USA,7.4,16.6,00000.0,Clear
2035-03-18,San Franciso,USA,13.3,21.0,00001.0,Cloudy
2035-03-19,San Franciso,USA,11.9,23.2,00000.0,Cloudy
2035-03-19,Edinburgh,GBR,10.4,18.0,00000.0,Clear
2035-03-19,NYC,USA,6.6,19.4,00000.0,Clear
2035-03-19,Utrecht,NLD,3.7,10.8,00000.0,Cloudy
2035-03-20,San Franciso,USA,4.7,16.7,00000.0,Clear
2035-03-20,Edinburgh,GBR,12.6,18.7,00000.0,Clear
2035-03-20,NYC,USA,6.3,24.4,00000.0,Cloudy
2035-03-20,Utrecht,NLD,3.6,13.6,00000.0,Clear
2035-03-21,NYC,USA,8.9,16.9,00000.0,Clear
2035-03-21,San Franciso,USA,10.6,26.2,00000.0,Cloudy
2035-03-21,Edinburgh,GBR,6.1,18.6,00000.0,Clear
2035-03-21,Utrecht,NLD,4.9,18.0,00000.0,Clear
2035-03-22,San Franciso,USA,8.6,15.6,00000.0,Clear
2035-03-22,Edinburgh,GBR,4.1,23.8,00000.0,Sunny
2035-03-22,Utrecht,NLD,1.9,12.2,00000.0,Clear
2035-03-22,NYC,USA,6.4,14.3,00000.0,Clear
2035-03-23,Utrecht,NLD,8.1,16.5,00000.0,Clear
2035-03-23,San Franciso,USA,9.4,13.8,00000.0,Clear
2035-03-23,Edinburgh,GBR,7.0,13.1,00000.0,Clear
2035-03-23,NYC,USA,13.3,17.7,00000.0,Clear
2035-03-24,NYC,USA,13.5,17.5,00000.0,Clear
2035-03-24,Utrecht,NLD,1.8,13.3,00004.0,Rain
2035-03-24,San Franciso,USA,10.5,20.2,00000.0,Cloudy
2035-03-24,Edinburgh,GBR,3.8,23.6,00000.0,Sunny
2035-03-25,Utrecht,NLD,2.7,16.5,00013.0,Rain
2035-03-25,San Franciso,USA,13.7,18.6,00000.0,Clear
2035-03-25,Edinburgh,GBR,13.1,14.0,00000.0,Clear
2035-03-25,NYC,USA,12.9,16.2,00000.0,Clear
2035-03-26,Utrecht,NLD,5.6,12.6,00000.0,Clear
2035-03-26,NYC,USA,12.7,19.6,00000.0,Clear
2035-03-26,Edinburgh,GBR,15.2,18.8,00000.0,Clear
2035-03-26,San Franciso,USA,13.4,16.2,00000.0,Clear
2035-03-27,Utrecht,NLD,1.8,11.4,00000.0,Cloudy
2035-03-27,NYC,USA,12.3,18.8,00000.0,Clear
2035-03-27,San Franciso,USA,12.8,18.7,00000.0,Clear
2035-03-27,Edinburgh,GBR,11.2,18.2,00000.0,Clear
2035-03-28,NYC,USA,9.1,21.7,00000.0,Cloudy
2035-03-28,San Franciso,USA,6.0,21.8,00000.0,Sunny
2035-03-28,Utrecht,NLD,9.5,11.3,00000.0,Cloudy
2035-03-28,Edinburgh,GBR,7.5,16.6,00000.0,Clear
2035-03-29,NYC,USA,3.2,16.2,00000.0,Clear
2035-03-29,Utrecht,NLD,6.3,10.8,00003.0,Rain
2035-03-29,San Franciso,USA,10.3,21.0,00000.0,Cloudy
2035-03-29,Edinburgh,GBR,7.8,22.2,00000.0,Cloudy
2035-03-30,Utrecht,NLD,4.0,15.2,00000.0,Clear
2035-03-30,San Franciso,USA,12.5,14.5,00000.0,Clear
2035-03-30,Edinburgh,GBR,10.0,15.0,00000.0,Clear
2035-03-30,NYC,USA,12.0,19.7,00000.0,Clear
2035-03-31,Edinburgh,GBR,9.9,15.4,00000.0,Clear
2035-03-31,NYC,USA,12.5,16.5,00000.0,Clear
2035-03-31,San Franciso,USA,12.5,14.8,00000.0,Clear
2035-03-31,Utrecht,NLD,6.8,16.3,00000.0,Clear
2035-04-01,San Franciso,USA,6.6,14.9,00000.0,Clear
2035-04-01,Edinburgh,GBR,10.8,14.3,00000.0,Clear
2035-04-01,NYC,USA,8.3,17.5,00000.0,Clear
2035-04-01,Utrecht,NLD,9.4,14.1,00002.0,Rain
2035-04-02,San Franciso,USA,13.6,15.7,00000.0,Clear
2035-04-02,Utrecht,NLD,9.6,11.0,00000.0,Cloudy
2035-04-02,Edinburgh,GBR,9.3,15.3,00000.0,Clear
2035-04-02,NYC,USA,6.0,15.7,00000.0,Clear
2035-04-03,Utrecht,NLD,9.2,12.1,00000.0,Clear
2035-04-03,Edinburgh,GBR,8.1,24.5,00000.0,Sunny
2035-04-03,San Franciso,USA,7.8,18.9,00000.0,Clear
2035-04-03,NYC,USA,9.7,17.1,00000.0,Clear
2035-04-04,San Franciso,USA,10.2,24.4,00000.0,Cloudy
2035-04-04,Edinburgh,GBR,1.5,17.8,00000.0,Clear
2035-04-04,Utrecht,NLD,7.4,12.9,00133.0,Rain
2035-04-04,NYC,USA,12.9,21.1,00000.0,Cloudy
2035-04-05,Utrecht,NLD,4.4,13.0,00001.0,Clear
2035-04-05,Edinburgh,GBR,3.2,15.0,00000.0,Clear
2035-04-05,San Franciso,USA,10.5,22.5,00000.0,Cloudy
2035-04-05,NYC,USA,11.1,15.1,00000.0,Clear
2035-04-06,Edinburgh,GBR,12.2,16.6,00000.0,Clear
2035-04-06,Utrecht,NLD,6.3,10.8,00001.0,NA
2035-04-06,San Franciso,USA,11.3,17.7,00000.0,Clear
2035-04-06,NYC,USA,8.1,13.9,00000.0,Clear
2035-04-07,Edinburgh,GBR,16.0,25.0,00000.0,Sunny
2035-04-07,Utrecht,NLD,7.6,15.1,00001.0,Clear
2035-04-07,San Franciso,USA,13.5,16.5,00000.0,Clear
2035-04-07,NYC,USA,10.0,14.2,00000.0,Clear
2035-04-08,Utrecht,NLD,10.0,12.9,00016.0,Rain
2035-04-08,Edinburgh,GBR,10.0,14.5,00000.0,Clear
2035-04-08,San Franciso,USA,10.2,14.2,00000.0,Clear
2035-04-08,NYC,USA,13.7,17.8,00000.0,Clear
2035-04-09,Utrecht,NLD,7.7,13.3,00000.0,Clear
